iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
292,20.0,1,40,2,11,21,20,20.0,21,18,269.0,0,0.21,0,24.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,0,8.0,7.0,7.0,9.0,7.0,2.0,5.0,5.0,2.0,28.0,International Affairs,13.0,U of  Michigan,"1,290.00","21,645.00",1.0,7.0,1.0,New York City,"10,009","25,786.00",1.0,2.0,1.0,Int'l Business,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,6.0,,20.0,18.0,20.0,17.0,10.0,15.0,30.0,13.0,12.0,20.0,10.0,15.0,10.0,21.0,22.0,15.0,15.0,17.0,8.0,10.0,8.0,10.0,10.0,10.0,7.0,10.0,6.0,9.0,0,7.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,0.0,6.0,20.0,15.0,20.0,20.0,10.0,15.0,9.0,10.0,10.0,9.0,10.0,6.0,1.0,2.0,,,,,,,25.0,10.0,20.0,20.0,10.0,15.0,25.0,20.0,10.0,20.0,10.0,15.0,15.0,20.0,20.0,20.0,10.0,15.0,10.0,10.0,9.0,8.0,10.0,10.0,6.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,21.0,0,41,2,21,22,3,3.0,18,8,538.0,0,0.27,0,32.0,2.0,50.0,0.0,10.0,30.0,0.0,10.0,0,3.0,8.0,6.0,5.0,5.0,4.0,6.0,2.0,1.0,22.0,Engineering,5.0,ColumbiaU,"1,430.00","26,908.00",4.0,4.0,1.0,HKG,,,2.0,4.0,1.0,Engineer,5.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,10.0,25.0,25.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,25.0,10.0,10.0,5.0,25.0,6.0,10.0,9.0,7.0,5.0,6.0,10.0,7.0,9.0,8.0,0,6.0,7.0,7.0,5.0,5.0,,7.0,5.0,1.0,4.0,,,,,,,,,,,,5.0,3.0,3.0,10.0,25.0,15.0,20.0,10.0,20.0,10.0,25.0,25.0,15.0,15.0,20.0,20.0,15.0,20.0,10.0,15.0,20.0,25.0,10.0,10.0,20.0,15.0,20.0,5.0,10.0,6.0,7.0,6.0,5.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,,,10.0,25.0,20.0,10.0,15.0,20.0,10.0,30.0,10.0,20.0,5.0,25.0,25.0,15.0,20.0,10.0,10.0,20.0,25.0,15.0,20.0,10.0,10.0,20.0,6.0,10.0,7.0,8.0,7.0,6.0,9.0,7.0,8.0,8.0
544,14.0,1,28,2,21,22,6,5.0,2,10,518.0,0,0.35,0,23.0,2.0,20.0,25.0,25.0,30.0,5.0,5.0,0,5.0,8.0,8.0,7.0,4.0,2.0,4.0,6.0,2.0,23.0,Biomedical Engineering,5.0,U.C. Berkeley,"1,309.00","15,162.00",4.0,3.0,8.0,San Francisco,"94,121","36,673.00",1.0,7.0,3.0,Physician,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,5.0,,15.0,25.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,7.0,10.0,10.0,9.0,8.0,6.0,8.0,10.0,8.0,5.0,0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,3.0,0.0,0.0,,,,,,,,,,,,7.0,1.0,3.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,10.0,20.0,10.0,20.0,7.0,9.0,7.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,19.0,0,37,2,11,21,2,2.0,7,12,284.0,0,0.6,0,27.0,2.0,25.0,20.0,25.0,20.0,10.0,0.0,0,6.0,6.0,,6.0,,6.0,7.0,3.0,2.0,23.0,Biology,10.0,University of Toronto,,,4.0,2.0,4.0,Toronto,,,2.0,5.0,1.0,Researcher,2.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,,16.0,16.0,19.0,17.0,14.0,18.0,18.0,15.0,16.0,17.0,18.0,16.0,19.0,13.0,17.0,19.0,16.0,16.0,5.0,4.0,7.0,8.0,6.0,5.0,5.0,8.0,7.0,5.0,1,5.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,0.0,6.0,16.0,17.0,19.0,16.0,14.0,18.0,5.0,4.0,8.0,7.0,7.0,6.0,1.0,2.0,,,,,,,16.0,16.0,19.0,16.0,15.0,18.0,17.0,16.0,17.0,16.0,16.0,18.0,18.0,15.0,17.0,18.0,15.0,17.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,0.0,3.0,1.0,1.0,1.0,16.0,16.0,18.0,17.0,15.0,18.0,18.0,14.0,18.0,17.0,15.0,18.0,19.0,15.0,17.0,18.0,16.0,15.0,19.0,15.0,17.0,19.0,15.0,15.0,6.0,4.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0
396,18.0,0,35,2,15,19,6,6.0,17,3,399.0,0,0.19,0,29.0,2.0,25.0,10.0,20.0,20.0,10.0,15.0,0,,,,,,,,,,25.0,Theatre Management & Producing,15.0,Occidental College,"1,011.00","9,729.00",4.0,1.0,5.0,Hawaii and Los Angeles,"96,701","50,501.00",2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,,15.0,18.0,18.0,18.0,15.0,16.0,16.0,15.0,18.0,18.0,18.0,15.0,20.0,15.0,15.0,18.0,14.0,18.0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,9.0,0,,,,,,,,,,3.0,15.0,18.0,18.0,18.0,14.0,17.0,8.0,9.0,8.0,9.0,8.0,7.0,1.0,2.0,18.0,16.0,16.0,18.0,14.0,18.0,16.0,18.0,18.0,16.0,14.0,18.0,17.0,16.0,16.0,18.0,15.0,18.0,18.0,15.0,16.0,18.0,15.0,18.0,8.0,9.0,9.0,9.0,8.0,7.0,10.0,8.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,16.0,1,32,2,11,21,20,20.0,9,18,269.0,1,0.42,1,24.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,1,7.0,9.0,8.0,7.0,8.0,6.0,8.0,6.0,2.0,27.0,Sociology,3.0,Emory University,"1,380.00","25,552.00",2.0,3.0,5.0,"Washington, DC","21,044","53,196.00",1.0,6.0,3.0,professor,2.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,,20.0,20.0,15.0,25.0,10.0,10.0,40.0,5.0,10.0,20.0,5.0,20.0,30.0,20.0,5.0,25.0,10.0,10.0,5.0,8.0,7.0,8.0,7.0,5.0,8.0,7.0,6.0,6.0,1,6.0,7.0,7.0,6.0,5.0,5.0,6.0,3.0,0.0,1.0,35.0,15.0,20.0,20.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,1.0,2.0,,,,,,,30.0,20.0,15.0,30.0,5.0,0.0,40.0,15.0,15.0,30.0,0.0,0.0,33.33,11.11,5.56,33.33,16.67,0.0,5.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,4.0,7.0,0.0,4.0,1.0,2.0,,30.0,20.0,20.0,20.0,5.0,5.0,30.0,20.0,20.0,30.0,0.0,0.0,40.0,10.0,20.0,20.0,5.0,5.0,30.0,10.0,20.0,10.0,20.0,10.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0
295,2.0,0,3,2,12,14,5,5.0,10,4,311.0,0,0.19,0,29.0,4.0,50.0,20.0,10.0,10.0,5.0,5.0,0,4.0,5.0,5.0,5.0,7.0,8.0,6.0,6.0,2.0,30.0,MA Teaching Social Studies,9.0,Arizona State,"1,097.00","10,352.00",2.0,5.0,7.0,Arizona,"85,283","39,394.00",2.0,6.0,1.0,High School Social Studies Teacher,2.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,6.0,,10.0,18.0,20.0,16.0,16.0,20.0,24.0,16.0,14.0,18.0,20.0,8.0,22.0,20.0,14.0,18.0,8.0,18.0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,1,7.0,7.0,,7.0,,,7.0,5.0,0.0,2.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,14.0,20.0,18.0,20.0,13.0,15.0,15.0,20.0,18.0,15.0,15.0,17.0,15.0,20.0,18.0,22.0,10.0,15.0,7.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,0.0,0.0,0.0,,,5.0,10.0,10.0,10.0,10.0,55.0,5.0,10.0,10.0,10.0,10.0,55.0,15.0,10.0,10.0,10.0,10.0,45.0,15.0,10.0,10.0,10.0,10.0,45.0,7.0,9.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0
295,2.0,0,3,2,12,14,5,5.0,3,11,318.0,0,0.04,0,29.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,0,6.0,6.0,6.0,6.0,4.0,7.0,7.0,1.0,2.0,30.0,MA Teaching Social Studies,9.0,Arizona State,"1,097.00","10,352.00",2.0,5.0,7.0,Arizona,"85,283","39,394.00",2.0,6.0,1.0,High School Social Studies Teacher,2.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,6.0,,10.0,18.0,20.0,16.0,16.0,20.0,24.0,16.0,14.0,18.0,20.0,8.0,22.0,20.0,14.0,18.0,8.0,18.0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,0,5.0,9.0,8.0,8.0,8.0,8.0,8.0,5.0,0.0,2.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,14.0,20.0,18.0,20.0,13.0,15.0,15.0,20.0,18.0,15.0,15.0,17.0,15.0,20.0,18.0,22.0,10.0,15.0,7.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,0.0,0.0,0.0,,,5.0,10.0,10.0,10.0,10.0,55.0,5.0,10.0,10.0,10.0,10.0,55.0,15.0,10.0,10.0,10.0,10.0,45.0,15.0,10.0,10.0,10.0,10.0,45.0,7.0,9.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0
519,11.0,0,21,2,21,22,20,20.0,20,11,541.0,0,-0.1,0,23.0,4.0,40.0,30.0,0.0,20.0,0.0,10.0,1,8.0,8.0,10.0,7.0,6.0,5.0,7.0,5.0,2.0,26.0,Education Policy,9.0,Yale,"1,450.00","26,100.00",2.0,8.0,9.0,Boston,"2,420",,2.0,4.0,2.0,School Leadership/Politics,13.0,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,6.0,,40.0,5.0,30.0,15.0,5.0,5.0,50.0,5.0,10.0,5.0,30.0,0.0,80.0,2.0,5.0,10.0,1.0,2.0,8.0,10.0,9.0,9.0,10.0,8.0,10.0,10.0,8.0,10.0,0,4.0,4.0,2.0,1.0,5.0,5.0,6.0,8.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4.0,1,8,1,8,10,3,1.0,3,10,183.0,0,-0.13,1,24.0,2.0,20.0,22.5,17.5,22.5,10.0,7.5,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,26.0,"International Finance, Economic Policy",8.0,,,,2.0,10.0,5.0,nyc,,,2.0,4.0,1.0,finance,7.0,3.0,5.0,10.0,5.0,10.0,10.0,1.0,2.0,1.0,10.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,6.0,,16.98,16.98,18.87,16.98,13.21,16.98,10.0,6.0,6.0,10.0,2.0,5.0,15.09,18.87,15.09,18.87,18.87,13.21,8.0,9.0,7.0,10.0,7.0,,,,,,0,4.0,,,1.0,,1.0,1.0,2.0,2.0,,19.23,19.23,17.31,13.46,13.46,17.31,9.0,8.0,10.0,8.0,8.0,4.0,3.0,3.0,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10.0,8.0,7.0,9.0,6.0,7.0,18.75,18.75,14.58,18.75,12.5,16.67,8.0,9.0,10.0,8.0,8.0,,,,,,0.0,0.0,0.0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10.0,9.0,8.0,9.0,7.0,6.0,8.0,10.0,7.0,9.0,8.0,,8.0,9.0,12.0,8.0,8.0,,,,,
28,8.0,0,15,2,2,16,1,,13,9,48.0,0,,1,22.0,2.0,30.0,15.0,25.0,25.0,5.0,0.0,0,7.0,8.0,5.0,6.0,3.0,3.0,5.0,2.0,2.0,26.0,Speech Languahe Pathology,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,14.0,1,28,2,15,18,1,10.0,10,16,394.0,0,-0.22,1,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,1,7.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,2.0,27.0,Business,8.0,Cornell University,"1,360.00","26,062.00",2.0,8.0,8.0,"Austin, TX","10,021","55,080.00",1.0,5.0,1.0,business,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,,20.0,20.0,20.0,20.0,10.0,10.0,50.0,10.0,10.0,10.0,5.0,5.0,30.0,10.0,10.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,10.0,10.0,5.0,10.0,0,5.0,10.0,7.0,3.0,5.0,2.0,1.0,5.0,2.0,2.0,30.0,10.0,30.0,10.0,15.0,15.0,8.0,10.0,10.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,7.0,1,14,2,12,14,6,6.0,14,1,294.0,0,0.27,0,30.0,4.0,20.0,20.0,35.0,5.0,10.0,10.0,0,4.0,9.0,8.0,5.0,9.0,8.0,8.0,2.0,2.0,32.0,Political Science,13.0,Delhi University,,,6.0,3.0,1.0,"New Delhi, India",0,,2.0,6.0,2.0,academic or consulting,2.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,6.0,,20.0,10.0,30.0,20.0,10.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0,15.0,25.0,10.0,20.0,15.0,15.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,9.0,5.0,5.0,1,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,2.0,,,,,,,,,,,,8.0,1.0,3.0,,,,,,,20.0,15.0,25.0,20.0,10.0,10.0,25.0,10.0,15.0,25.0,5.0,20.0,15.0,20.0,10.0,25.0,15.0,15.0,7.0,8.0,9.0,7.0,7.0,7.0,5.0,9.0,5.0,4.0,0.0,0.0,0.0,,,20.0,15.0,25.0,15.0,10.0,15.0,35.0,20.0,20.0,20.0,0.0,5.0,25.0,15.0,10.0,25.0,10.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,7.0,9.0,6.0,8.0,7.0,9.0,9.0,5.0,4.0
449,10.0,1,20,2,17,11,6,8.0,9,7,436.0,1,0.78,0,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,23.0,Law,1.0,Princeton,"1,460.00","27,230.00",6.0,7.0,1.0,New York,"11,552","52,280.00",1.0,3.0,1.0,Business/Law,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,,55.0,2.0,1.0,40.0,1.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,7.0,9.0,9.0,10.0,8.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3.0,50.0,6.0,9.0,35.0,0.0,0.0,7.0,10.0,10.0,10.0,8.0,8.0,1.0,3.0,50.0,9.0,8.0,23.0,3.0,2.0,50.0,8.0,8.0,33.0,0.0,1.0,50.0,8.0,8.0,33.0,0.0,1.0,30.0,10.0,12.0,30.0,10.0,8.0,7.0,10.0,10.0,10.0,8.0,7.0,8.0,9.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15.0,1,30,2,4,18,15,,8,4,79.0,1,0.6,0,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,1,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,1.0,24.0,Electrical Engineering,5.0,,,,2.0,1.0,1.0,Spain,0,,1.0,6.0,3.0,Engineering,5.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,,,,,,,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,,,,,,1,7.0,8.0,7.0,7.0,4.0,7.0,7.0,5.0,1.0,3.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,10.0,10.0,40.0,30.0,0.0,10.0,,,,,,,,,,,,,3.0,8.0,6.0,4.0,2.0,,,,,,0.0,2.0,1.0,,,5.0,25.0,45.0,5.0,0.0,20.0,,,,,,,,,,,,,,,,,,,3.0,5.0,6.0,2.0,2.0,,,,,
494,14.0,1,27,2,19,15,9,10.0,1,8,473.0,0,0.34,0,34.0,4.0,15.0,20.0,20.0,15.0,15.0,15.0,1,10.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,2.0,30.0,journalism,6.0,Tufts,,"26,892.00",2.0,2.0,8.0,Boston,"12,302","37,994.00",4.0,3.0,3.0,film and radio,6.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,6.0,,25.0,25.0,25.0,25.0,0.0,0.0,75.0,5.0,5.0,5.0,5.0,5.0,45.0,2.0,5.0,8.0,20.0,20.0,9.0,10.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0,9.0,0,8.0,8.0,9.0,6.0,9.0,5.0,6.0,6.0,0.0,,7.0,6.0,5.0,9.0,5.0,9.0,6.0,7.0,8.0,9.0,8.0,6.0,1.0,3.0,20.0,15.0,10.0,25.0,5.0,25.0,20.0,15.0,10.0,25.0,5.0,25.0,40.0,10.0,10.0,10.0,10.0,20.0,15.0,20.0,20.0,10.0,20.0,15.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,3.0,1,6,2,14,20,9,9.0,17,4,344.0,0,-0.11,0,26.0,3.0,15.0,15.0,15.0,20.0,20.0,15.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,23.0,engineering,5.0,lipscomb university,,,4.0,1.0,1.0,"nashville, TN","37,204","26,298.00",3.0,6.0,2.0,investment banking,7.0,3.0,3.0,9.0,10.0,4.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,5.0,8.0,5.0,7.0,,25.0,20.0,20.0,20.0,5.0,10.0,15.0,25.0,20.0,25.0,5.0,10.0,20.0,25.0,15.0,30.0,5.0,5.0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0,0,6.0,7.0,7.0,6.0,8.0,5.0,6.0,4.0,0.0,4.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,35.0,20.0,15.0,20.0,5.0,5.0,20.0,30.0,15.0,25.0,5.0,5.0,30.0,30.0,10.0,20.0,5.0,5.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15.0,1,30,2,4,18,5,,16,1,76.0,0,0.32,1,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,1,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,2.0,24.0,Electrical Engineering,5.0,,,,2.0,1.0,1.0,Spain,0,,1.0,6.0,3.0,Engineering,5.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,,,,,,,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,,,,,,0,7.0,7.0,8.0,7.0,5.0,8.0,6.0,5.0,2.0,3.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,10.0,10.0,40.0,30.0,0.0,10.0,,,,,,,,,,,,,3.0,8.0,6.0,4.0,2.0,,,,,,0.0,2.0,1.0,,,5.0,25.0,45.0,5.0,0.0,20.0,,,,,,,,,,,,,,,,,,,3.0,5.0,6.0,2.0,2.0,,,,,
535,5.0,1,10,2,21,22,1,18.0,6,9,517.0,0,0.18,0,30.0,3.0,15.0,20.0,20.0,20.0,5.0,10.0,0,2.0,4.0,8.0,6.0,8.0,5.0,5.0,3.0,2.0,23.0,Biochemistry,10.0,Loyola College,"1,210.00","23,500.00",2.0,5.0,6.0,Maryland,"19,380","48,137.00",1.0,5.0,3.0,Science,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,,23.0,14.0,19.0,16.0,10.0,18.0,30.0,10.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,20.0,20.0,10.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,8.0,6.0,6.0,1,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0,8.0,,,,,,,,,,,,7.0,1.0,3.0,25.0,10.0,15.0,20.0,10.0,20.0,20.0,15.0,20.0,15.0,10.0,20.0,25.0,15.0,15.0,20.0,10.0,15.0,20.0,15.0,15.0,15.0,20.0,15.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,22.0,0,43,2,21,22,2,2.0,9,17,547.0,0,0.1,0,30.0,2.0,25.0,20.0,20.0,20.0,0.0,15.0,0,3.0,8.0,8.0,5.0,6.0,4.0,6.0,5.0,2.0,22.0,Mechanical Engineering,5.0,Tianjin University in China,,,4.0,1.0,1.0,China,"471,001",,2.0,7.0,3.0,dont know yet,10.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,10.0,6.0,3.0,8.0,,20.0,20.0,10.0,15.0,5.0,30.0,30.0,20.0,20.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,3.0,9.0,9.0,9.0,7.0,3.0,9.0,9.0,6.0,6.0,0,7.0,8.0,6.0,6.0,7.0,5.0,6.0,5.0,0.0,6.0,,,,,,,,,,,,8.0,1.0,1.0,10.0,20.0,10.0,25.0,5.0,30.0,10.0,20.0,10.0,20.0,10.0,30.0,30.0,20.0,10.0,20.0,10.0,10.0,30.0,20.0,10.0,15.0,10.0,15.0,3.0,8.0,9.0,8.0,8.0,3.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,,,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,25.0,20.0,10.0,15.0,10.0,15.0,25.0,20.0,10.0,15.0,10.0,15.0,6.0,9.0,5.0,7.0,5.0,3.0,8.0,8.0,5.0,5.0
